Regions,Prefecture,Municipalities(Japanese),Municipalities(English),Dish_Name_JP,Dish_Name_EN,Dish_Subtitle,Pronunciation_Guide,Audio_File_URL,Is_Quick_Bite,Is_Vegeterian,Is_Dine_In,Is_Halal,Is_Seasonal_Peak,Season,Main_Description,Dietary_Info,Price_Min,Price_Max,Visual_Cues,History_Summary,Did_You_Know,Key_Ingredients,Cooking_Method,Toppings,Google_Maps_Query,Image 1,Image 2,Image 3
,Nagano,山形村,Yamagata Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Nagano,山ノ内町,Yamanouchi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,安八町,Anpachi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,池田町,Ikeda Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,揖斐川町,Ibigawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,恵那市,Ena City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,大垣市,Ogaki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,大野町,Ono Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,海津市,Kaizu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,各務原市,Kakamigahara City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,笠松町,Kasamatsu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,可児市,Kani City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,川辺町,Kawabe Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,北方町,Kitagata Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,岐南町,Ginan Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,岐阜市,Gifu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,郡上市,Gujo City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,下呂市,Gero City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,神戸町,Godo Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,坂祝町,Sakahogi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,白川町,Shirakawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,白川村,Shirakawa Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,関ケ原町,Sekigahara Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,関市,Seki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,高山市,Takayama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,多治見市,Tajimi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,垂井町,Tarui Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,土岐市,Toki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,富加町,Tomika Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,中津川市,Nakatsugawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,羽島市,Hashima City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,東白川村,Higashishirakawa Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,飛騨市,Hida City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,七宗町,Hichiso Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,瑞浪市,Mizunami City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,瑞穂市,Mizuho City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,御嵩町,Mitake Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,美濃加茂市,Minokamo City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,美濃市,Mino City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,本巣市,Motosu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,八百津町,Yaotsu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,山県市,Yamagata City,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,養老町,Yoro Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Gifu,輪之内町,Wanouchi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,熱海市,Atami City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,伊豆市,Izu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,伊豆の国市,Izunokuni City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,伊東市,Ito City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,磐田市,Iwata City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,御前崎市,Omaezaki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,小山町,Oyama Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,掛川市,Kakegawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,河津町,Kawazu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,川根本町,Kawanehon Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,函南町,Kannami Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,菊川市,Kikugawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,湖西市,Kosai City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,御殿場市,Gotemba City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,静岡市,Shizuoka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,島田市,Shimada City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,清水町,Shimizu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,下田市,Shimoda City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,裾野市,Susono City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,長泉町,Nagaizumi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,西伊豆町,Nishiizu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,沼津市,Numazu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,浜松市,Hamamatsu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,東伊豆町,Higashiizu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,袋井市,Fukuroi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,藤枝市,Fujieda City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,富士市,Fuji City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,富士宮市,Fujinomiya City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,牧之原市,Makinohara City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,松崎町,Matsuzaki Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,三島市,Mishima City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,南伊豆町,Minamiizu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,森町,Mori Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,焼津市,Yaizu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shizuoka,吉田町,Yoshida Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,愛西市,Aisai City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,阿久比町,Agui Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,あま市,Ama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,安城市,Anjo City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,一宮市,Ichinomiya City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,稲沢市,Inazawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,犬山市,Inuyama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,岩倉市,Iwakura City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,大口町,Oguchi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,大治町,Oharu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,大府市,Obu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,岡崎市,Okazaki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,尾張旭市,Owariasahi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,春日井市,Kasugai City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,蟹江町,Kanie Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,蒲郡市,Gamagori City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,刈谷市,Kariya City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,北名古屋市,Kitanagoya City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,清須市,Kiyosu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,幸田町,Kota Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,江南市,Konan City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,小牧市,Komaki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,設楽町,Shitara Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,新城市,Shinshiro City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,瀬戸市,Seto City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,高浜市,Takahama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,武豊町,Taketoyo Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,田原市,Tahara City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,知多市,Chita City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,知立市,Chiryu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,津島市,Tsushima City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,東栄町,Toei Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,東海市,Tokai City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,東郷町,Togo Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,常滑市,Tokoname City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,飛島村,Tobishima Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,豊明市,Toyoake City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,豊川市,Toyokawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,豊田市,Toyota City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,豊根村,Toyone Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,豊橋市,Toyohashi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,豊山町,Toyoyama Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,長久手市,Nagakute City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,名古屋市,Nagoya City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,西尾市,Nishio City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,日進市,Nisshin City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,半田市,Handa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,東浦町,Higashiura Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,扶桑町,Fuso Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,碧南市,Hekinan City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,南知多町,Minamichita Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,美浜町,Mihama Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,みよし市,Miyoshi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Aichi,弥富市,Yatomi City,,,,,,,,,,,,,,,,,,,,,,,,,
Kansai,Mie,朝日町,Asahi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,伊賀市,Iga City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,伊勢市,Ise City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,いなべ市,Inabe City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,大台町,Odai Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,尾鷲市,Owase City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,亀山市,Kameyama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,川越町,Kawagoe Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,木曽岬町,Kisosaki Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,紀宝町,Kiho Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,紀北町,Kihoku Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,熊野市,Kumano City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,桑名市,Kuwana City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,菰野町,Komono Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,志摩市,Shima City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,鈴鹿市,Suzuka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,大紀町,Taiki Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,多気町,Taki Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,玉城町,Tamaki Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,津市,Tsu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,東員町,Toin Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,鳥羽市,Toba City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,名張市,Nabari City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,松阪市,Matsusaka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,南伊勢町,Minamiise Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,御浜町,Mihama Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,明和町,Meiwa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,四日市市,Yokkaichi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Mie,度会町,Watarai Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,愛荘町,Aisho Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,近江八幡市,Omihachiman City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,大津市,Otsu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,草津市,Kusatsu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,甲賀市,Koka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,甲良町,Kora Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,湖南市,Konan City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,高島市,Takashima City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,多賀町,Taga Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,豊郷町,Toyosato Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,長浜市,Nagahama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,東近江市,Higashiomi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,彦根市,Hikone City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,日野町,Hino Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,米原市,Maibara City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,守山市,Moriyama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,野洲市,Yasu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,栗東市,Ritto City,,,,,,,,,,,,,,,,,,,,,,,,,
,Shiga,竜王町,Ryuo Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kansai,Kyoto,綾部市,Ayabe City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,井手町,Ide Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,伊根町,Ine Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,宇治市,Uji City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,宇治田原町,Ujitawara Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,大山崎町,Oyamazaki Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,笠置町,Kasagi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,亀岡市,Kameoka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,木津川市,Kizugawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,京田辺市,Kyotanabe City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,京丹後市,Kyotango City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,京丹波町,Kyotamba Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,京都市,Kyoto City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,久御山町,Kumiyama Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,城陽市,Joyo City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,精華町,Seika Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,長岡京市,Nagaokakyo City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,南丹市,Nantan City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,福知山市,Fukuchiyama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,舞鶴市,Maizuru City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,南山城村,Minamiyamashiro Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,宮津市,Miyazu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,向日市,Muko City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,八幡市,Yawata City,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,与謝野町,Yosano Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyoto,和束町,Wazuka Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,池田市,Ikeda City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,泉大津市,Izumiotsu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,泉佐野市,Izumisano City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,和泉市,Izumi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,茨木市,Ibaraki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,大阪狭山市,Osakasayama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,大阪市,Osaka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,貝塚市,Kaizuka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,柏原市,Kashiwara City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,交野市,Katano City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,門真市,Kadoma City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,河南町,Kanan Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,河内長野市,Kawachinagano City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,岸和田市,Kishiwada City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,熊取町,Kumatori Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,堺市,Sakai City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,四條畷市,Shijonawate City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,島本町,Shimamoto Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,吹田市,Suita City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,摂津市,Settsu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,泉南市,Sennan City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,太子町,Taishi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,大東市,Daito City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,高石市,Takaishi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,高槻市,Takatsuki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,田尻町,Tajiri Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,忠岡町,Tadaoka Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,千早赤阪村,Chihayaakasaka Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,豊中市,Toyonaka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,豊能町,Toyono Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,富田林市,Tondabayashi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,寝屋川市,Neyagawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,能勢町,Nose Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,羽曳野市,Habikino City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,阪南市,Hannan City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,東大阪市,Higashiosaka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,枚方市,Hirakata City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,藤井寺市,Fujiidera City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,松原市,Matsubara City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,岬町,Misaki Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,箕面市,Minoh City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,守口市,Moriguchi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Osaka,八尾市,Yao City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,相生市,Aioi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,明石市,Akashi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,赤穂市,Ako City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,朝来市,Asago City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,芦屋市,Ashiya City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,尼崎市,Amagasaki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,淡路市,Awaji City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,伊丹市,Itami City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,市川町,Ichikawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,猪名川町,Inagawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,稲美町,Inami Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,小野市,Ono City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,加古川市,Kakogawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,加西市,Kasai City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,加東市,Kato City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,神河町,Kamikawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,上郡町,Kamigori Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,香美町,Kami Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,川西市,Kawanishi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,神戸市,Kobe City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,佐用町,Sayo Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,三田市,Sanda City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,宍粟市,Shiso City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,新温泉町,Shinonsen Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,洲本市,Sumoto City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,太子町,Taishi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,高砂市,Takasago City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,多可町,Taka Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,宝塚市,Takarazuka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,たつの市,Tatsuno City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,丹波篠山市,Tamba Sasayama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,丹波市,Tamba City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,豊岡市,Toyooka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,西宮市,Nishinomiya City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,西脇市,Nishiwaki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,播磨町,Harima Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,姫路市,Himeji City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,福崎町,Fukusaki Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,三木市,Miki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,南あわじ市,Minamiawaji City,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyogo,養父市,Yabu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,明日香村,Asuka Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,安堵町,Ando Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,斑鳩町,Ikaruga Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,生駒市,Ikoma City,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,宇陀市,Uda City,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,王寺町,Oji Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,大淀町,Oyodo Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,香芝市,Kashiba City,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,橿原市,Kashihara City,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,葛城市,Katsuragi City,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,上北山村,Kamikitayama Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,河合町,Kawai Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,川上村,Kawakami Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,川西町,Kawanishi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,上牧町,Kanmaki Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,黒滝村,Kurotaki Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,広陵町,Koryo Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,五條市,Gojo City,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,御所市,Gose City,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,桜井市,Sakurai City,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,三郷町,Sango Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,下市町,Shimoichi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,下北山村,Shimokitayama Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,曽爾村,Soni Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Nara,高取町,Takatori Town,,,,,,,,,,,,,,,,,,,,,,,,,
