location_id,location_name,type,parent_location_id,city,prefecture_id,region_id,coverage_phase,food_focus,admin_note,content_status
tahara-city,Tahara City,City,,Tahara City,aichi,chubu,1,,,Published
chita-city,Chita City,City,,Chita City,aichi,chubu,1,,,Published
chiryu-city,Chiryu City,City,,Chiryu City,aichi,chubu,1,,,Published
tsushima-city,Tsushima City,City,,Tsushima City,aichi,chubu,1,,,Published
toei-town,Toei Town,Town,,Toei Town,aichi,chubu,1,,,Published
tokai-city,Tokai City,City,,Tokai City,aichi,chubu,1,,,Published
togo-town,Togo Town,Town,,Togo Town,aichi,chubu,1,,,Published
tokoname-city,Tokoname City,City,,Tokoname City,aichi,chubu,1,,,Published
tobishima-village,Tobishima Village,City,,Tobishima Village,aichi,chubu,1,,,Published
toyoake-city,Toyoake City,City,,Toyoake City,aichi,chubu,1,,,Published
toyokawa-city,Toyokawa City,City,,Toyokawa City,aichi,chubu,1,,,Published
toyota-city,Toyota City,City,,Toyota City,aichi,chubu,1,,,Published
toyone-village,Toyone Village,City,,Toyone Village,aichi,chubu,1,,,Published
toyohashi-city,Toyohashi City,City,,Toyohashi City,aichi,chubu,1,,,Published
toyoyama-town,Toyoyama Town,Town,,Toyoyama Town,aichi,chubu,1,,,Published
nagakute-city,Nagakute City,City,,Nagakute City,aichi,chubu,1,,,Published
nagoya-city,Nagoya City,City,,Nagoya City,aichi,chubu,1,,,Published
nishio-city,Nishio City,City,,Nishio City,aichi,chubu,1,,,Published
nisshin-city,Nisshin City,City,,Nisshin City,aichi,chubu,1,,,Published
handa-city,Handa City,City,,Handa City,aichi,chubu,1,,,Published
higashiura-town,Higashiura Town,Town,,Higashiura Town,aichi,chubu,1,,,Published
fuso-town,Fuso Town,Town,,Fuso Town,aichi,chubu,1,,,Published
hekinan-city,Hekinan City,City,,Hekinan City,aichi,chubu,1,,,Published
minamichita-town,Minamichita Town,Town,,Minamichita Town,aichi,chubu,1,,,Published
miyoshi-city,Miyoshi City,City,,Miyoshi City,aichi,chubu,1,,,Published
yatomi-city,Yatomi City,City,,Yatomi City,aichi,chubu,1,,,Published
iga-city,Iga City,City,,Iga City,mie,kansai,1,,,Published
ise-city,Ise City,City,,Ise City,mie,kansai,1,,,Published
inabe-city,Inabe City,City,,Inabe City,mie,kansai,1,,,Published
odai-town,Odai Town,Town,,Odai Town,mie,kansai,1,,,Published
owase-city,Owase City,City,,Owase City,mie,kansai,1,,,Published
kameyama-city,Kameyama City,City,,Kameyama City,mie,kansai,1,,,Published
kawagoe-town,Kawagoe Town,Town,,Kawagoe Town,mie,kansai,1,,,Published
kisosaki-town,Kisosaki Town,Town,,Kisosaki Town,mie,kansai,1,,,Published
kiho-town,Kiho Town,Town,,Kiho Town,mie,kansai,1,,,Published
kihoku-town,Kihoku Town,Town,,Kihoku Town,mie,kansai,1,,,Published
kumano-city,Kumano City,City,,Kumano City,mie,kansai,1,,,Published
kuwana-city,Kuwana City,City,,Kuwana City,mie,kansai,1,,,Published
komono-town,Komono Town,Town,,Komono Town,mie,kansai,1,,,Published
shima-city,Shima City,City,,Shima City,mie,kansai,1,,,Published
suzuka-city,Suzuka City,City,,Suzuka City,mie,kansai,1,,,Published
taki-town,Taki Town,Town,,Taki Town,mie,kansai,1,,,Published
tamaki-town,Tamaki Town,Town,,Tamaki Town,mie,kansai,1,,,Published
tsu-city,Tsu City,City,,Tsu City,mie,kansai,1,,,Published
toin-town,Toin Town,Town,,Toin Town,mie,kansai,1,,,Published
toba-city,Toba City,City,,Toba City,mie,kansai,1,,,Published
nabari-city,Nabari City,City,,Nabari City,mie,kansai,1,,,Published
matsusaka-city,Matsusaka City,City,,Matsusaka City,mie,kansai,1,,,Published
minamiise-town,Minamiise Town,Town,,Minamiise Town,mie,kansai,1,,,Published
yokkaichi-city,Yokkaichi City,City,,Yokkaichi City,mie,kansai,1,,,Published
watarai-town,Watarai Town,Town,,Watarai Town,mie,kansai,1,,,Published
aisho-town,Aisho Town,Town,,Aisho Town,shiga,kansai,1,,,Published
omihachiman-city,Omihachiman City,City,,Omihachiman City,shiga,kansai,1,,,Published
otsu-city,Otsu City,City,,Otsu City,shiga,kansai,1,,,Published
kusatsu-city,Kusatsu City,City,,Kusatsu City,shiga,kansai,1,,,Published
koka-city,Koka City,City,,Koka City,shiga,kansai,1,,,Published
kora-town,Kora Town,Town,,Kora Town,shiga,kansai,1,,,Published
takashima-city,Takashima City,City,,Takashima City,shiga,kansai,1,,,Published
taga-town,Taga Town,Town,,Taga Town,shiga,kansai,1,,,Published
toyosato-town,Toyosato Town,Town,,Toyosato Town,shiga,kansai,1,,,Published
nagahama-city,Nagahama City,City,,Nagahama City,shiga,kansai,1,,,Published
higashiomi-city,Higashiomi City,City,,Higashiomi City,shiga,kansai,1,,,Published
hikone-city,Hikone City,City,,Hikone City,shiga,kansai,1,,,Published
hino-town,Hino Town,Town,,Hino Town,shiga,kansai,1,,,Published
maibara-city,Maibara City,City,,Maibara City,shiga,kansai,1,,,Published
moriyama-city,Moriyama City,City,,Moriyama City,shiga,kansai,1,,,Published
yasu-city,Yasu City,City,,Yasu City,shiga,kansai,1,,,Published
ritto-city,Ritto City,City,,Ritto City,shiga,kansai,1,,,Published
ryuo-town,Ryuo Town,Town,,Ryuo Town,shiga,kansai,1,,,Published
ayabe-city,Ayabe City,City,,Ayabe City,kyoto,kansai,1,,,Published
ide-town,Ide Town,Town,,Ide Town,kyoto,kansai,1,,,Published
ine-town,Ine Town,Town,,Ine Town,kyoto,kansai,1,,,Published
uji-city,Uji City,City,,Uji City,kyoto,kansai,1,,,Published
ujitawara-town,Ujitawara Town,Town,,Ujitawara Town,kyoto,kansai,1,,,Published
oyamazaki-town,Oyamazaki Town,Town,,Oyamazaki Town,kyoto,kansai,1,,,Published
kasagi-town,Kasagi Town,Town,,Kasagi Town,kyoto,kansai,1,,,Published
kameoka-city,Kameoka City,City,,Kameoka City,kyoto,kansai,1,,,Published
kizugawa-city,Kizugawa City,City,,Kizugawa City,kyoto,kansai,1,,,Published
kyotanabe-city,Kyotanabe City,City,,Kyotanabe City,kyoto,kansai,1,,,Published
kyotango-city,Kyotango City,City,,Kyotango City,kyoto,kansai,1,,,Published
kyotamba-town,Kyotamba Town,Town,,Kyotamba Town,kyoto,kansai,1,,,Published
kyoto-city,Kyoto City,City,,Kyoto City,kyoto,kansai,1,,,Published
kumiyama-town,Kumiyama Town,Town,,Kumiyama Town,kyoto,kansai,1,,,Published
joyo-city,Joyo City,City,,Joyo City,kyoto,kansai,1,,,Published
seika-town,Seika Town,Town,,Seika Town,kyoto,kansai,1,,,Published
nagaokakyo-city,Nagaokakyo City,City,,Nagaokakyo City,kyoto,kansai,1,,,Published
nantan-city,Nantan City,City,,Nantan City,kyoto,kansai,1,,,Published
fukuchiyama-city,Fukuchiyama City,City,,Fukuchiyama City,kyoto,kansai,1,,,Published
maizuru-city,Maizuru City,City,,Maizuru City,kyoto,kansai,1,,,Published
minamiyamashiro-village,Minamiyamashiro Village,City,,Minamiyamashiro Village,kyoto,kansai,1,,,Published
miyazu-city,Miyazu City,City,,Miyazu City,kyoto,kansai,1,,,Published
muko-city,Muko City,City,,Muko City,kyoto,kansai,1,,,Published
yawata-city,Yawata City,City,,Yawata City,kyoto,kansai,1,,,Published
yosano-town,Yosano Town,Town,,Yosano Town,kyoto,kansai,1,,,Published
wazuka-town,Wazuka Town,Town,,Wazuka Town,kyoto,kansai,1,,,Published
ikeda-city,Ikeda City,City,,Ikeda City,osaka,kansai,1,,,Published
izumiotsu-city,Izumiotsu City,City,,Izumiotsu City,osaka,kansai,1,,,Published
izumisano-city,Izumisano City,City,,Izumisano City,osaka,kansai,1,,,Published
izumi-city,Izumi City,City,,Izumi City,osaka,kansai,1,,,Published
ibaraki-city,Ibaraki City,City,,Ibaraki City,osaka,kansai,1,,,Published
osakasayama-city,Osakasayama City,City,,Osakasayama City,osaka,kansai,1,,,Published
osaka-city,Osaka City,City,,Osaka City,osaka,kansai,1,,,Published
kaizuka-city,Kaizuka City,City,,Kaizuka City,osaka,kansai,1,,,Published
kashiwara-city,Kashiwara City,City,,Kashiwara City,osaka,kansai,1,,,Published
katano-city,Katano City,City,,Katano City,osaka,kansai,1,,,Published
kadoma-city,Kadoma City,City,,Kadoma City,osaka,kansai,1,,,Published
kanan-town,Kanan Town,Town,,Kanan Town,osaka,kansai,1,,,Published
kawachinagano-city,Kawachinagano City,City,,Kawachinagano City,osaka,kansai,1,,,Published
kishiwada-city,Kishiwada City,City,,Kishiwada City,osaka,kansai,1,,,Published
kumatori-town,Kumatori Town,Town,,Kumatori Town,osaka,kansai,1,,,Published
shijonawate-city,Shijonawate City,City,,Shijonawate City,osaka,kansai,1,,,Published
shimamoto-town,Shimamoto Town,Town,,Shimamoto Town,osaka,kansai,1,,,Published
suita-city,Suita City,City,,Suita City,osaka,kansai,1,,,Published
settsu-city,Settsu City,City,,Settsu City,osaka,kansai,1,,,Published
sennan-city,Sennan City,City,,Sennan City,osaka,kansai,1,,,Published
taishi-town,Taishi Town,Town,,Taishi Town,osaka,kansai,1,,,Published
daito-city,Daito City,City,,Daito City,osaka,kansai,1,,,Published
takaishi-city,Takaishi City,City,,Takaishi City,osaka,kansai,1,,,Published
takatsuki-city,Takatsuki City,City,,Takatsuki City,osaka,kansai,1,,,Published
tajiri-town,Tajiri Town,Town,,Tajiri Town,osaka,kansai,1,,,Published
tadaoka-town,Tadaoka Town,Town,,Tadaoka Town,osaka,kansai,1,,,Published
chihayaakasaka-village,Chihayaakasaka Village,City,,Chihayaakasaka Village,osaka,kansai,1,,,Published
toyonaka-city,Toyonaka City,City,,Toyonaka City,osaka,kansai,1,,,Published
toyono-town,Toyono Town,Town,,Toyono Town,osaka,kansai,1,,,Published
tondabayashi-city,Tondabayashi City,City,,Tondabayashi City,osaka,kansai,1,,,Published
neyagawa-city,Neyagawa City,City,,Neyagawa City,osaka,kansai,1,,,Published
nose-town,Nose Town,Town,,Nose Town,osaka,kansai,1,,,Published
habikino-city,Habikino City,City,,Habikino City,osaka,kansai,1,,,Published
hannan-city,Hannan City,City,,Hannan City,osaka,kansai,1,,,Published
higashiosaka-city,Higashiosaka City,City,,Higashiosaka City,osaka,kansai,1,,,Published
hirakata-city,Hirakata City,City,,Hirakata City,osaka,kansai,1,,,Published
fujiidera-city,Fujiidera City,City,,Fujiidera City,osaka,kansai,1,,,Published
matsubara-city,Matsubara City,City,,Matsubara City,osaka,kansai,1,,,Published
misaki-town,Misaki Town,Town,,Misaki Town,osaka,kansai,1,,,Published
minoh-city,Minoh City,City,,Minoh City,osaka,kansai,1,,,Published
moriguchi-city,Moriguchi City,City,,Moriguchi City,osaka,kansai,1,,,Published
yao-city,Yao City,City,,Yao City,osaka,kansai,1,,,Published
aioi-city,Aioi City,City,,Aioi City,hyogo,kansai,1,,,Published
akashi-city,Akashi City,City,,Akashi City,hyogo,kansai,1,,,Published
ako-city,Ako City,City,,Ako City,hyogo,kansai,1,,,Published
asago-city,Asago City,City,,Asago City,hyogo,kansai,1,,,Published
ashiya-city,Ashiya City,City,,Ashiya City,hyogo,kansai,1,,,Published
amagasaki-city,Amagasaki City,City,,Amagasaki City,hyogo,kansai,1,,,Published
awaji-city,Awaji City,City,,Awaji City,hyogo,kansai,1,,,Published
itami-city,Itami City,City,,Itami City,hyogo,kansai,1,,,Published
ichikawa-town,Ichikawa Town,Town,,Ichikawa Town,hyogo,kansai,1,,,Published
inagawa-town,Inagawa Town,Town,,Inagawa Town,hyogo,kansai,1,,,Published
inami-town,Inami Town,Town,,Inami Town,hyogo,kansai,1,,,Published
kakogawa-city,Kakogawa City,City,,Kakogawa City,hyogo,kansai,1,,,Published
kasai-city,Kasai City,City,,Kasai City,hyogo,kansai,1,,,Published
kato-city,Kato City,City,,Kato City,hyogo,kansai,1,,,Published
kamigori-town,Kamigori Town,Town,,Kamigori Town,hyogo,kansai,1,,,Published
kawanishi-city,Kawanishi City,City,,Kawanishi City,hyogo,kansai,1,,,Published
kobe-city,Kobe City,City,,Kobe City,hyogo,kansai,1,,,Published
sayo-town,Sayo Town,Town,,Sayo Town,hyogo,kansai,1,,,Published
sanda-city,Sanda City,City,,Sanda City,hyogo,kansai,1,,,Published
shiso-city,Shiso City,City,,Shiso City,hyogo,kansai,1,,,Published
shinonsen-town,Shinonsen Town,Town,,Shinonsen Town,hyogo,kansai,1,,,Published
sumoto-city,Sumoto City,City,,Sumoto City,hyogo,kansai,1,,,Published
takasago-city,Takasago City,City,,Takasago City,hyogo,kansai,1,,,Published
taka-town,Taka Town,Town,,Taka Town,hyogo,kansai,1,,,Published
takarazuka-city,Takarazuka City,City,,Takarazuka City,hyogo,kansai,1,,,Published
tatsuno-city,Tatsuno City,City,,Tatsuno City,hyogo,kansai,1,,,Published
tamba-sasayama-city,Tamba Sasayama City,City,,Tamba Sasayama City,hyogo,kansai,1,,,Published
tamba-city,Tamba City,City,,Tamba City,hyogo,kansai,1,,,Published
toyooka-city,Toyooka City,City,,Toyooka City,hyogo,kansai,1,,,Published
nishinomiya-city,Nishinomiya City,City,,Nishinomiya City,hyogo,kansai,1,,,Published
nishiwaki-city,Nishiwaki City,City,,Nishiwaki City,hyogo,kansai,1,,,Published
harima-town,Harima Town,Town,,Harima Town,hyogo,kansai,1,,,Published
himeji-city,Himeji City,City,,Himeji City,hyogo,kansai,1,,,Published
fukusaki-town,Fukusaki Town,Town,,Fukusaki Town,hyogo,kansai,1,,,Published
miki-city,Miki City,City,,Miki City,hyogo,kansai,1,,,Published
minamiawaji-city,Minamiawaji City,City,,Minamiawaji City,hyogo,kansai,1,,,Published
yabu-city,Yabu City,City,,Yabu City,hyogo,kansai,1,,,Published
asuka-village,Asuka Village,City,,Asuka Village,nara,kansai,1,,,Published
ando-town,Ando Town,Town,,Ando Town,nara,kansai,1,,,Published
ikaruga-town,Ikaruga Town,Town,,Ikaruga Town,nara,kansai,1,,,Published
ikoma-city,Ikoma City,City,,Ikoma City,nara,kansai,1,,,Published
uda-city,Uda City,City,,Uda City,nara,kansai,1,,,Published
oji-town,Oji Town,Town,,Oji Town,nara,kansai,1,,,Published
oyodo-town,Oyodo Town,Town,,Oyodo Town,nara,kansai,1,,,Published
kashiba-city,Kashiba City,City,,Kashiba City,nara,kansai,1,,,Published
kashihara-city,Kashihara City,City,,Kashihara City,nara,kansai,1,,,Published
katsuragi-city,Katsuragi City,City,,Katsuragi City,nara,kansai,1,,,Published
kamikitayama-village,Kamikitayama Village,City,,Kamikitayama Village,nara,kansai,1,,,Published
kawai-town,Kawai Town,Town,,Kawai Town,nara,kansai,1,,,Published
kanmaki-town,Kanmaki Town,Town,,Kanmaki Town,nara,kansai,1,,,Published
kurotaki-village,Kurotaki Village,City,,Kurotaki Village,nara,kansai,1,,,Published
koryo-town,Koryo Town,Town,,Koryo Town,nara,kansai,1,,,Published
gojo-city,Gojo City,City,,Gojo City,nara,kansai,1,,,Published
gose-city,Gose City,City,,Gose City,nara,kansai,1,,,Published
sakurai-city,Sakurai City,City,,Sakurai City,nara,kansai,1,,,Published
sango-town,Sango Town,Town,,Sango Town,nara,kansai,1,,,Published
shimoichi-town,Shimoichi Town,Town,,Shimoichi Town,nara,kansai,1,,,Published
shimokitayama-village,Shimokitayama Village,City,,Shimokitayama Village,nara,kansai,1,,,Published
soni-village,Soni Village,City,,Soni Village,nara,kansai,1,,,Published
takatori-town,Takatori Town,Town,,Takatori Town,nara,kansai,1,,,Published
tawaramoto-town,Tawaramoto Town,Town,,Tawaramoto Town,nara,kansai,1,,,Published
tenkawa-village,Tenkawa Village,City,,Tenkawa Village,nara,kansai,1,,,Published
tenri-city,Tenri City,City,,Tenri City,nara,kansai,1,,,Published
totsukawa-village,Totsukawa Village,City,,Totsukawa Village,nara,kansai,1,,,Published
nara-city,Nara City,City,,Nara City,nara,kansai,1,,,Published
nosegawa-village,Nosegawa Village,City,,Nosegawa Village,nara,kansai,1,,,Published
higashiyoshino-village,Higashiyoshino Village,City,,Higashiyoshino Village,nara,kansai,1,,,Published
heguri-town,Heguri Town,Town,,Heguri Town,nara,kansai,1,,,Published
mitsue-village,Mitsue Village,City,,Mitsue Village,nara,kansai,1,,,Published
miyake-town,Miyake Town,Town,,Miyake Town,nara,kansai,1,,,Published
yamazoe-village,Yamazoe Village,City,,Yamazoe Village,nara,kansai,1,,,Published
yamatokoriyama-city,Yamatokoriyama City,City,,Yamatokoriyama City,nara,kansai,1,,,Published
yamatotakada-city,Yamatotakada City,City,,Yamatotakada City,nara,kansai,1,,,Published
yoshino-town,Yoshino Town,Town,,Yoshino Town,nara,kansai,1,,,Published
aridagawa-town,Aridagawa Town,Town,,Aridagawa Town,wakayama,kansai,1,,,Published
arida-city,Arida City,City,,Arida City,wakayama,kansai,1,,,Published
iwade-city,Iwade City,City,,Iwade City,wakayama,kansai,1,,,Published
kainan-city,Kainan City,City,,Kainan City,wakayama,kansai,1,,,Published
katsuragi-town,Katsuragi Town,Town,,Katsuragi Town,wakayama,kansai,1,,,Published
kamitonda-town,Kamitonda Town,Town,,Kamitonda Town,wakayama,kansai,1,,,Published
kitayama-village,Kitayama Village,City,,Kitayama Village,wakayama,kansai,1,,,Published
kinokawa-city,Kinokawa City,City,,Kinokawa City,wakayama,kansai,1,,,Published
kimino-town,Kimino Town,Town,,Kimino Town,wakayama,kansai,1,,,Published
kushimoto-town,Kushimoto Town,Town,,Kushimoto Town,wakayama,kansai,1,,,Published
kudoyama-town,Kudoyama Town,Town,,Kudoyama Town,wakayama,kansai,1,,,Published
koya-town,Koya Town,Town,,Koya Town,wakayama,kansai,1,,,Published
kozagawa-town,Kozagawa Town,Town,,Kozagawa Town,wakayama,kansai,1,,,Published
gobo-city,Gobo City,City,,Gobo City,wakayama,kansai,1,,,Published
shirahama-town,Shirahama Town,Town,,Shirahama Town,wakayama,kansai,1,,,Published
shingu-city,Shingu City,City,,Shingu City,wakayama,kansai,1,,,Published
susami-town,Susami Town,Town,,Susami Town,wakayama,kansai,1,,,Published
taiji-town,Taiji Town,Town,,Taiji Town,wakayama,kansai,1,,,Published
tanabe-city,Tanabe City,City,,Tanabe City,wakayama,kansai,1,,,Published
nachikatsuura-town,Nachikatsuura Town,Town,,Nachikatsuura Town,wakayama,kansai,1,,,Published
hashimoto-city,Hashimoto City,City,,Hashimoto City,wakayama,kansai,1,,,Published
hidakagawa-town,Hidakagawa Town,Town,,Hidakagawa Town,wakayama,kansai,1,,,Published
hirogawa-town,Hirogawa Town,Town,,Hirogawa Town,wakayama,kansai,1,,,Published
minabe-town,Minabe Town,Town,,Minabe Town,wakayama,kansai,1,,,Published
yuasa-town,Yuasa Town,Town,,Yuasa Town,wakayama,kansai,1,,,Published
yura-town,Yura Town,Town,,Yura Town,wakayama,kansai,1,,,Published
wakayama-city,Wakayama City,City,,Wakayama City,wakayama,kansai,1,,,Published
iwami-town,Iwami Town,Town,,Iwami Town,tottori,chugoku,1,,,Published
kurayoshi-city,Kurayoshi City,City,,Kurayoshi City,tottori,chugoku,1,,,Published
kofu-town,Kofu Town,Town,,Kofu Town,tottori,chugoku,1,,,Published
kotoura-town,Kotoura Town,Town,,Kotoura Town,tottori,chugoku,1,,,Published
sakaiminato-city,Sakaiminato City,City,,Sakaiminato City,tottori,chugoku,1,,,Published
daisen-town,Daisen Town,Town,,Daisen Town,tottori,chugoku,1,,,Published
chizu-town,Chizu Town,Town,,Chizu Town,tottori,chugoku,1,,,Published
tottori-city,Tottori City,City,,Tottori City,tottori,chugoku,1,,,Published
nichinan-town,Nichinan Town,Town,,Nichinan Town,tottori,chugoku,1,,,Published
hiezu-village,Hiezu Village,City,,Hiezu Village,tottori,chugoku,1,,,Published
hoki-town,Hoki Town,Town,,Hoki Town,tottori,chugoku,1,,,Published
hokuei-town,Hokuei Town,Town,,Hokuei Town,tottori,chugoku,1,,,Published
misasa-town,Misasa Town,Town,,Misasa Town,tottori,chugoku,1,,,Published
yazu-town,Yazu Town,Town,,Yazu Town,tottori,chugoku,1,,,Published
yurihama-town,Yurihama Town,Town,,Yurihama Town,tottori,chugoku,1,,,Published
yonago-city,Yonago City,City,,Yonago City,tottori,chugoku,1,,,Published
ama-town,Ama Town,Town,,Ama Town,shimane,chugoku,1,,,Published
iinan-town,Iinan Town,Town,,Iinan Town,shimane,chugoku,1,,,Published
izumo-city,Izumo City,City,,Izumo City,shimane,chugoku,1,,,Published
unnan-city,Unnan City,City,,Unnan City,shimane,chugoku,1,,,Published
oda-city,Oda City,City,,Oda City,shimane,chugoku,1,,,Published
onan-town,Onan Town,Town,,Onan Town,shimane,chugoku,1,,,Published
okinoshima-town,Okinoshima Town,Town,,Okinoshima Town,shimane,chugoku,1,,,Published
okuizumo-town,Okuizumo Town,Town,,Okuizumo Town,shimane,chugoku,1,,,Published
kawamoto-town,Kawamoto Town,Town,,Kawamoto Town,shimane,chugoku,1,,,Published
gotsu-city,Gotsu City,City,,Gotsu City,shimane,chugoku,1,,,Published
chibu-village,Chibu Village,City,,Chibu Village,shimane,chugoku,1,,,Published
tsuwano-town,Tsuwano Town,Town,,Tsuwano Town,shimane,chugoku,1,,,Published
nishinoshima-town,Nishinoshima Town,Town,,Nishinoshima Town,shimane,chugoku,1,,,Published
hamada-city,Hamada City,City,,Hamada City,shimane,chugoku,1,,,Published
masuda-city,Masuda City,City,,Masuda City,shimane,chugoku,1,,,Published
matsue-city,Matsue City,City,,Matsue City,shimane,chugoku,1,,,Published
yasugi-city,Yasugi City,City,,Yasugi City,shimane,chugoku,1,,,Published
yoshika-town,Yoshika Town,Town,,Yoshika Town,shimane,chugoku,1,,,Published
akaiwa-city,Akaiwa City,City,,Akaiwa City,okayama,chugoku,1,,,Published
asakuchi-city,Asakuchi City,City,,Asakuchi City,okayama,chugoku,1,,,Published
ibara-city,Ibara City,City,,Ibara City,okayama,chugoku,1,,,Published
okayama-city,Okayama City,City,,Okayama City,okayama,chugoku,1,,,Published
kagamino-town,Kagamino Town,Town,,Kagamino Town,okayama,chugoku,1,,,Published
kasaoka-city,Kasaoka City,City,,Kasaoka City,okayama,chugoku,1,,,Published
kibichuo-town,Kibichuo Town,Town,,Kibichuo Town,okayama,chugoku,1,,,Published
kumenan-town,Kumenan Town,Town,,Kumenan Town,okayama,chugoku,1,,,Published
kurashiki-city,Kurashiki City,City,,Kurashiki City,okayama,chugoku,1,,,Published
satosho-town,Satosho Town,Town,,Satosho Town,okayama,chugoku,1,,,Published
shoo-town,Shoo Town,Town,,Shoo Town,okayama,chugoku,1,,,Published
shinjo-village,Shinjo Village,City,,Shinjo Village,okayama,chugoku,1,,,Published
setouchi-city,Setouchi City,City,,Setouchi City,okayama,chugoku,1,,,Published
soja-city,Soja City,City,,Soja City,okayama,chugoku,1,,,Published
takahashi-city,Takahashi City,City,,Takahashi City,okayama,chugoku,1,,,Published
tamano-city,Tamano City,City,,Tamano City,okayama,chugoku,1,,,Published
tsuyama-city,Tsuyama City,City,,Tsuyama City,okayama,chugoku,1,,,Published
nagi-town,Nagi Town,Town,,Nagi Town,okayama,chugoku,1,,,Published
niimi-city,Niimi City,City,,Niimi City,okayama,chugoku,1,,,Published
nishiawakura-village,Nishiawakura Village,City,,Nishiawakura Village,okayama,chugoku,1,,,Published
hayashima-town,Hayashima Town,Town,,Hayashima Town,okayama,chugoku,1,,,Published
bizen-city,Bizen City,City,,Bizen City,okayama,chugoku,1,,,Published
maniwa-city,Maniwa City,City,,Maniwa City,okayama,chugoku,1,,,Published
mimasaka-city,Mimasaka City,City,,Mimasaka City,okayama,chugoku,1,,,Published
yakage-town,Yakage Town,Town,,Yakage Town,okayama,chugoku,1,,,Published
wake-town,Wake Town,Town,,Wake Town,okayama,chugoku,1,,,Published
akiota-town,Akiota Town,Town,,Akiota Town,hiroshima,chugoku,1,,,Published
akitakata-city,Akitakata City,City,,Akitakata City,hiroshima,chugoku,1,,,Published
etajima-city,Etajima City,City,,Etajima City,hiroshima,chugoku,1,,,Published
osakikamijima-town,Osakikamijima Town,Town,,Osakikamijima Town,hiroshima,chugoku,1,,,Published
otake-city,Otake City,City,,Otake City,hiroshima,chugoku,1,,,Published
onomichi-city,Onomichi City,City,,Onomichi City,hiroshima,chugoku,1,,,Published
kaita-town,Kaita Town,Town,,Kaita Town,hiroshima,chugoku,1,,,Published
kitahiroshima-town,Kitahiroshima Town,Town,,Kitahiroshima Town,hiroshima,chugoku,1,,,Published
kumano-town,Kumano Town,Town,,Kumano Town,hiroshima,chugoku,1,,,Published
kure-city,Kure City,City,,Kure City,hiroshima,chugoku,1,,,Published
saka-town,Saka Town,Town,,Saka Town,hiroshima,chugoku,1,,,Published
shobara-city,Shobara City,City,,Shobara City,hiroshima,chugoku,1,,,Published
jinsekikogen-town,Jinsekikogen Town,Town,,Jinsekikogen Town,hiroshima,chugoku,1,,,Published
sera-town,Sera Town,Town,,Sera Town,hiroshima,chugoku,1,,,Published
takehara-city,Takehara City,City,,Takehara City,hiroshima,chugoku,1,,,Published
hatsukaichi-city,Hatsukaichi City,City,,Hatsukaichi City,hiroshima,chugoku,1,,,Published
higashihiroshima-city,Higashihiroshima City,City,,Higashihiroshima City,hiroshima,chugoku,1,,,Published
hiroshima-city,Hiroshima City,City,,Hiroshima City,hiroshima,chugoku,1,,,Published
fukuyama-city,Fukuyama City,City,,Fukuyama City,hiroshima,chugoku,1,,,Published
fuchu-town,Fuchu Town,Town,,Fuchu Town,hiroshima,chugoku,1,,,Published
mihara-city,Mihara City,City,,Mihara City,hiroshima,chugoku,1,,,Published
abu-town,Abu Town,Town,,Abu Town,yamaguchi,chugoku,1,,,Published
iwakuni-city,Iwakuni City,City,,Iwakuni City,yamaguchi,chugoku,1,,,Published
ube-city,Ube City,City,,Ube City,yamaguchi,chugoku,1,,,Published
kaminoseki-town,Kaminoseki Town,Town,,Kaminoseki Town,yamaguchi,chugoku,1,,,Published
kudamatsu-city,Kudamatsu City,City,,Kudamatsu City,yamaguchi,chugoku,1,,,Published
sanyo-onoda-city,Sanyo-Onoda City,City,,Sanyo-Onoda City,yamaguchi,chugoku,1,,,Published
shimonoseki-city,Shimonoseki City,City,,Shimonoseki City,yamaguchi,chugoku,1,,,Published
shunan-city,Shunan City,City,,Shunan City,yamaguchi,chugoku,1,,,Published
suo-oshima-town,Suo-Oshima Town,Town,,Suo-Oshima Town,yamaguchi,chugoku,1,,,Published
tabuse-town,Tabuse Town,Town,,Tabuse Town,yamaguchi,chugoku,1,,,Published
nagato-city,Nagato City,City,,Nagato City,yamaguchi,chugoku,1,,,Published
hagi-city,Hagi City,City,,Hagi City,yamaguchi,chugoku,1,,,Published
hikari-city,Hikari City,City,,Hikari City,yamaguchi,chugoku,1,,,Published
hirao-town,Hirao Town,Town,,Hirao Town,yamaguchi,chugoku,1,,,Published
hofu-city,Hofu City,City,,Hofu City,yamaguchi,chugoku,1,,,Published
mine-city,Mine City,City,,Mine City,yamaguchi,chugoku,1,,,Published
yanai-city,Yanai City,City,,Yanai City,yamaguchi,chugoku,1,,,Published
yamaguchi-city,Yamaguchi City,City,,Yamaguchi City,yamaguchi,chugoku,1,,,Published
waki-town,Waki Town,Town,,Waki Town,yamaguchi,chugoku,1,,,Published
aizumi-town,Aizumi Town,Town,,Aizumi Town,tokushima,shikoku,1,,,Published
anan-city,Anan City,City,,Anan City,tokushima,shikoku,1,,,Published
awa-city,Awa City,City,,Awa City,tokushima,shikoku,1,,,Published
ishii-town,Ishii Town,Town,,Ishii Town,tokushima,shikoku,1,,,Published
itano-town,Itano Town,Town,,Itano Town,tokushima,shikoku,1,,,Published
kaiyo-town,Kaiyo Town,Town,,Kaiyo Town,tokushima,shikoku,1,,,Published
katsuura-town,Katsuura Town,Town,,Katsuura Town,tokushima,shikoku,1,,,Published
