dish_id,dish_name,japanese_name,region_id,primary_prefecture_id,summary,seasons,tags,dietary_guidance,price_min,price_max,content_status,home_filter_tags,vegetarian_status,halal_status,featured,origin_history_preview,origin_history_full,did_you_know,key_ingredients,pronunciation_phonetic,pronunciation_audio_url
nerima-sabl,Nerima Sablé,練馬サブレ,kanto,tokyo,"A crisp butter sablé created as a Nerima souvenir, using a simple European-style biscuit format to express local character through its name, shape, or packaging. The cookie is light, buttery, and crisp, making it a practical gift that pairs naturally with coffee or tea.","{""All year""}","{""local specialty""}","Contains Wheat, Butter, Eggs, and Sugar. Vegetarian-friendly.",80,120,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,Nerima Sablé is a modern local confection sold as a regional gift by Chikushido. It uses the established French sablé technique and adds local identity through the product concept rather than recreating an old Japanese sweet.,,"Sablé means sandy in French, referring to the crumbly texture created by a rich, short dough. Keeping the cookie dry is essential because humidity quickly dulls the crisp texture.","{""01 Wheat Flour
 Flour provides the cookie's crisp structure.
 

 02 Butter
 Butter creates the rich aroma and sandy crumb.
 

 03 Sugar
 Sugar provides sweetness and helps the edges brown during baking.""}",Neh-ree-mah Sah-boo-reh,
hachioji-ramen,Hachioji Ramen,八王子ラーメン,kanto,tokyo,"A Tokyo ramen style distinguished by a soy-based soup topped with finely chopped raw onion and fragrant oil. Hachioji ramen is known for its clean, dark broth and the sweet sharpness of onion, creating a straightforward bowl in which the garnish plays an essential role.","{""N/A""}","{""local specialty""}","Contains wheat, soy, pork",600,1000,Published,"{""Dine-in""}",Not vegetarian,Not halal,TRUE,"Hachioji ramen developed in neighborhood ramen shops during the postwar period and became recognized for its distinctive onion topping. Unlike many regional ramen styles, it is defined by a small set of consistent elements rather than a single founding restaurant.",,The chopped onion softens slightly in the hot broth while retaining a fresh bite. The aromatic oil helps spread its sweetness through the soup as you eat.,"{""01 Wheat Ramen Noodles
 Medium-width noodles provide the chewy base.
 

 02 Soy-Seasoned Broth
 Chicken, fish, or other stock is seasoned with soy sauce for the dark savory soup.
 

 03 Chopped Onion and Aromatic Oil
 Fresh onion gives sweetness and crunch while aromatic oil rounds the broth.""}",hah-chee-oh-jee rah-men,N/A
hachijo-shochu,Hachijo Shochu,八丈焼酎,kanto,tokyo,"A distinctive island shochu tradition from Hachijojima, where local producers make sweet-potato and barley styles using traditional koji fermentation. The spirits can be robust and aromatic, reflecting the island's long history of household-scale brewing adapted into licensed local production.","{""N/A""}","{""local specialty""}","Vegan, Gluten-free",1500,4000,Published,"{""Vegetarian"",""Halal""}",Verified vegetarian,Verified halal,TRUE,"Hachijo shochu developed from traditional island distilling practices and was later adapted into licensed commercial production. The style is associated with local households and producers rather than a single inventor, with sweet potato and barley forming the main raw materials.",,Hachijojima is unusual in Tokyo for maintaining a recognizable island shochu tradition alongside distinctive agricultural ingredients. Water and koji choices can make producers' spirits taste noticeably different.,"{""01 Sweet Potatoes or Barley
 Producers use sweet potato, barley, or blends depending on the style.
 

 02 Koji
 Koji supplies the enzymes that convert starches into fermentable sugars.
 

 03 Island Water
 Local water supports fermentation and dilution of the finished spirit.""}",hah-chee-joh shoh-choo,N/A
hachijo-fruit-lemon,Hachijo Fruit Lemon,八丈フルーツレモン,kanto,tokyo,"An unusually large island lemon from Hachijojima, prized for its fragrant peel, juicy flesh, and balanced acidity. The fruit is substantially larger than an ordinary lemon and is used not only for juice but also in sweets and drinks where its aromatic skin is especially valuable.","{""Winter""}","{""local specialty""}","Vegan, Gluten-free",500,1500,Published,"{""Vegetarian"",""Halal"",""Quick bite"",""Seasonal peak""}",Verified vegetarian,Verified halal,TRUE,Hachijo fruit lemon is a regional citrus associated with Hachijojima's subtropical climate and distinctive island agriculture. The local specialty is prized for its size and aroma and has become a recognized Tokyo island product.,,"The fruit can be used while still green, and its thick, aromatic peel is valuable in confectionery. The unusually large fruit also makes a striking visual centerpiece in gift boxes.","{""01 Hachijo Fruit Lemon
 The whole fruit supplies the characteristic juice and citrus aroma.
 

 02 Fragrant Peel
 Thick peel provides essential oils that intensify the scent.
 

 03 Natural Citrus Sugars and Acids
 Balanced sweetness and acidity create the fruit's clean, lively flavor.""}",hah-chee-joh foo-roo-tsoo reh-mon,N/A
karuta-senbei-hamurin-senbei,Karuta Senbei / Hamurin Senbei,かるたせんべい・はむりんせんべい,kanto,tokyo,"Two Hamura souvenir crackers that turn local civic imagery into simple, crisp baked snacks. Karuta Senbei uses the idea of traditional Japanese picture-card culture, while Hamurin Senbei features the city's mascot, giving visitors an edible keepsake with a light, dry crunch.","{""N/A""}","{""local specialty""}","Vegan, contains soy",300,800,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,These senbei were developed as contemporary Hamura souvenirs rather than inherited recipes. The products use familiar Japanese cracker-making techniques and local imagery to create city-branded snacks.,,Karuta-inspired packaging turns a plain cracker into a small cultural souvenir. The dry texture also makes senbei particularly suitable for carrying home without refrigeration.,"{""01 Rice Flour
 Rice forms the crisp cracker base.
 

 02 Seasoning
 Sugar, soy, or other recipe-specific seasoning gives the cracker its flavor.
 

 03 Printed Decoration
 An edible printed or stamped image connects the cracker to Hamura's local theme.""}",kah-roo-tah sen-bay / hah-moo-reen sen-bay,N/A
hamura-no-seki,Hamura no Seki,羽村の堰,kanto,tokyo,"A historic Tamagawa water-control structure in Hamura rather than a dish or food product. The weir is included in the dataset as a local heritage landmark, so its accurate profile describes the waterworks themselves instead of inventing culinary characteristics.","{""N/A""}","{""local specialty""}",N/A,0,0,Published,"{""Vegetarian""}",Verified vegetarian,Not halal,TRUE,"The Hamura Weir is part of the Tamagawa Josui system created in the Edo period to bring clean water toward Edo. It is a civil-engineering landmark, not a traditional food, and its importance lies in Tokyo's water history.",,"Because this record is a landmark rather than a dish, there are no ingredients or eating rituals to describe accurately. It should be treated as a cultural heritage entry or removed from a culinary-only dataset.","{""01 Tama River
 The river supplies the water controlled by the weir.
 

 02 Weir Structure
 The barrier regulates and directs river flow.
 

 03 Tamagawa Josui
 The weir forms part of the historic water-supply infrastructure leading toward Tokyo.""}",hah-moo-rah no seh-kee,N/A
sakura-sable-sazareishi,Sakura Sable / Sazareishi,桜サブレー・さざれ石,kanto,tokyo,A pair of Hamura souvenir sweets pairing a buttery sakura-themed sablé with a separate confection named Sazareishi. The products use familiar baked-sweet techniques and local imagery to create compact gifts connected to Hamura's cherry-blossom and civic landscape.,"{""N/A""}","{""local specialty""}","Contains wheat, dairy, egg",400,1000,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,"These products are contemporary Hamura souvenirs created by local confectionery makers, not ancient local recipes. Their identity comes from cherry-blossom imagery and regional naming rather than a historical dish.",,"Sablé cookies are especially good with tea because their butter aroma and dry crumb do not overwhelm delicate drinks. The name Sazareishi evokes a small stone, giving the pair a local naming theme.","{""01 Wheat Flour
 Flour forms the crisp sablé structure.
 

 02 Butter and Sugar
 Butter supplies richness while sugar creates sweetness and browning.
 

 03 Sakura Flavor or Decoration
 Cherry blossom imagery or ingredients provide the local seasonal theme.""}",sah-koo-rah sah-boo-reh / sah-zah-reh-ee-she,N/A
noka-no-nidango,Noka no Nidango,農家の煮ぃだんご,kanto,tokyo,"A rustic village-style dumpling dish from Higashikurume in which simple wheat dumplings are simmered with vegetables in a savory broth. The dish reflects the practical cooking of Tokyo's former farm households, where flour and seasonal produce were combined into a filling one-pot meal.","{""N/A""}","{""local specialty""}","Vegan, contains wheat, soy",500,1200,Published,"{""Vegetarian"",""Dine-in""}",Verified vegetarian,Not halal,TRUE,Noka no Nidango belongs to the household food tradition of eastern Musashino farming communities. The dish grew from practical use of wheat and vegetables rather than being invented by a known chef or commercial shop.,,The dumplings are intentionally irregular because they were shaped by hand rather than cut into uniform noodles. The texture becomes pleasantly chewy as the pieces simmer in the broth.,"{""01 Wheat Dough Dumplings
 Simple flour-and-water dough forms the chewy dumpling pieces.
 

 02 Seasonal Vegetables
 Daikon, carrot, greens, or other local produce provide sweetness and color.
 

 03 Dashi or Soy Broth
 A savory broth carries the vegetable and wheat flavors through the dish.""}",noh-kah no nee-dahn-goh,N/A
wasanbon-kogei-kashi,Wasanbon Kogei Kashi,和三盆工芸菓子,kanto,tokyo,"A delicate decorative confection shaped from wasanbon sugar into finely detailed forms, combining the clean sweetness of traditional Japanese sugar craft with the visual precision of miniature sculpture. These sweets are intended to be admired before dissolving gently on the tongue.","{""N/A""}","{""local specialty""}","Vegan, Gluten-free",800,2000,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,Wasanbon craft sweets belong to Japan's traditional sugar-art culture and are made using techniques developed over generations. The Higashikurume local product presents that broader craftsmanship as a refined gift item rather than claiming a single local inventor.,,Wasanbon sugar has a fine crystalline texture that dissolves quickly in the mouth. The confection is often appreciated as much for its carving and molding detail as for its flavor.,"{""01 Wasanbon Sugar
 Fine-grained traditional sugar provides the clean sweetness and delicate texture.
 

 02 Food-Safe Molds
 Molds create the precise decorative shapes.
 

 03 Natural Flavoring
 Tea, seasonal color, or subtle flavoring may be used depending on the craft piece.""}",wah-sahn-bon koh-gay kah-she,N/A
higashimurayama-black-yakisoba,Higashimurayama Black Yakisoba,東村山黒焼きそば,kanto,tokyo,"A distinctive yakisoba from Higashimurayama colored dark by a local sauce and cooked with noodles, meat, and vegetables on a hot griddle. Its savory, slightly sweet flavor comes from the sauce and caramelized noodles, giving the dish a darker appearance than ordinary Tokyo yakisoba.","{""N/A""}","{""local specialty""}","Contains wheat, soy, squid",600,1200,Published,"{""Dine-in""}",Not vegetarian,Not halal,TRUE,Higashimurayama Black Yakisoba is a modern local specialty developed to distinguish the city through its own sauce-forward noodle dish. Its identity centers on the dark color and rich sauce rather than an ancient regional recipe.,,"The dark appearance does not mean the noodles are burnt. The characteristic color comes mainly from the specially chosen sauce, while high-heat griddling adds the roasted aroma.","{""01 Wheat Yakisoba Noodles
 Wheat noodles provide the chewy base.
 

 02 Cabbage and Pork
 Vegetables and pork add sweetness, texture, and savory richness.
 

 03 Dark Yakisoba Sauce
 A concentrated local-style sauce creates the signature deep color and flavor.""}",hee-gah-she-moo-rah-yah-mah koo-roh yah-kee-soh-bah,N/A
musashino-udon,Musashino Udon,武蔵野うどん,kanto,tokyo,"A rustic noodle tradition of the Musashino region, defined by thick, firm wheat noodles eaten with a hot meat-and-vegetable dipping broth. It reflects the area's former wheat-growing farm culture, producing a hearty meal where chewy noodles and strongly flavored soup are deliberately kept separate.","{""N/A""}","{""local specialty""}","Contains wheat, soy, fish (broth)",700,1500,Published,"{""Dine-in""}",Not vegetarian,Not halal,TRUE,"Musashino udon grew from the farming villages west of Edo, where wheat was an important local crop and noodles provided a filling household meal. The style continued through the modern Tokyo suburbs and became recognized as a regional food tradition.",,The noodles are intentionally firmer than many mainstream udon styles because they are meant to be dipped into a hot broth. Pork and negi in the dipping soup are characteristic of many traditional versions.,"{""01 Local Wheat Noodles
 Firm wheat noodles provide the substantial bite.
 

 02 Pork
 Pork adds richness to the dipping broth.
 

 03 Negi and Soy-Based Broth
 Green onion, dashi, soy sauce, and mirin create the savory dipping sauce.""}",moo-sah-she-noh oo-don,N/A
higashiyamato-cha-udon,Higashiyamato Cha Udon,ひがしやまと茶うどん,kanto,tokyo,"A green-tinted udon from Higashiyamato made by incorporating locally associated Sayama tea into wheat noodles. The tea adds a subtle grassy aroma and color while the noodle retains the firm, chewy structure expected from Japanese udon.","{""N/A""}","{""local specialty""}","Vegan, contains wheat, soy",700,1500,Published,"{""Vegetarian"",""Dine-in""}",Verified vegetarian,Not halal,TRUE,Higashiyamato Tea Udon was developed as a local product linking the city with Sayama tea culture. The recipe adapts familiar udon-making techniques by incorporating tea into the noodle dough rather than creating a separate soup or dessert.,,The tea aroma is intentionally subtle because too much tea powder would make the noodles bitter. The green color is therefore a visual cue as much as a flavor signal.,"{""01 Wheat Flour
 Wheat provides the gluten structure needed for chewy udon.
 

 02 Sayama Tea
 Tea contributes green color and a delicate grassy fragrance.
 

 03 Salt and Water
 Salt strengthens the dough while water develops the final noodle texture.""}",hee-gah-she-yah-mah-toh chah oo-don,N/A
sayama-tea,Sayama Tea,狭山茶,kanto,tokyo,"A Japanese green tea grown in the western Tokyo region around Sayama, valued for its rich body, mellow sweetness, and distinctive steamed-leaf aroma. The tea is associated with cool-climate growing conditions and is traditionally enjoyed as a concentrated, full-flavored cup rather than a delicate light brew.","{""N/A""}","{""local specialty""}","Vegan, Gluten-free",1000,3000,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,"Sayama tea has been cultivated in the western Tokyo and southern Saitama region for centuries, with production becoming established under the area's cooler climate. The local tea tradition developed around careful cultivation and processing in this northern tea-growing area.",,"Sayama tea is associated with a famous saying that praises three qualities: flavor, color, and aroma. Its fuller body makes it well suited to a slightly stronger brew than many delicate sencha styles.","{""01 Tea Leaves
 Young leaves provide the aroma, bitterness, sweetness, and body of the infusion.
 

 02 Steam Processing
 Steaming prevents oxidation and preserves the green character of the leaves.
 

 03 Hot Water
 Water extracts soluble flavor compounds to form the finished tea infusion.""}",sah-yah-mah chah,N/A
hino-pears,Hino Pears,日野の梨,kanto,tokyo,"Crisp Japanese pears grown in Hino, where local orchards produce sweet, juicy fruit for direct sales during late summer and autumn. Hino pears are eaten fresh for their clean aroma, abundant juice, and refreshing crunch rather than used primarily as a processed ingredient.","{""Fall""}","{""local specialty""}","Vegan, Gluten-free",500,2000,Published,"{""Vegetarian"",""Halal"",""Quick bite"",""Seasonal peak""}",Verified vegetarian,Verified halal,TRUE,"Pear growing has a long history in the Tama region, including Hino, where local orchards survived alongside expanding residential areas. The local specialty today reflects small-scale orchard production and direct seasonal sales.",,Japanese pears are harvested close to eating ripeness rather than left to soften dramatically off the tree. This helps explain their exceptionally crisp texture.,"{""01 Japanese Pears
 Whole ripe nashi provide the signature sweetness and crisp juice.
 

 02 Orchard Soil and Water
 Growing conditions shape the fruit's size and balance.
 

 03 Natural Fruit Sugars
 Natural sugars provide the clean sweetness enjoyed in fresh fruit.""}",hee-noh no nah-she,N/A
hinode-tomato,Hinode Tomato,日の出トマト,kanto,tokyo,"A locally grown tomato specialty from Hinode, valued for ripe sweetness, fresh acidity, and the concentrated flavor that comes from careful local cultivation. The tomatoes are best treated simply, allowing the fruit's natural juice and aroma to remain the center of the dish.","{""Summer""}","{""local specialty""}","Vegan, Gluten-free",300,1000,Published,"{""Vegetarian"",""Halal"",""Quick bite"",""Seasonal peak""}",Verified vegetarian,Verified halal,TRUE,"Hinode Tomato is a modern local agricultural specialty rather than an old named dish. It reflects the town's horticulture and direct-sale culture, where ripe local tomatoes are promoted as seasonal produce.",,Tomatoes taste sweeter and more aromatic when allowed to ripen fully before eating. A light pinch of salt can sharpen their natural sweetness without adding a heavy sauce.,"{""01 Fresh Tomatoes
 Ripe locally grown tomatoes provide the main flavor, acidity, and color.
 

 02 Natural Tomato Juice
 Juice creates the refreshing texture and carries aroma through the fruit.
 

 03 Sea Salt
 A small amount of salt can enhance sweetness in simple tomato preparations.""}",hee-noh-deh toh-mah-toh,N/A
yuzu-hinohara-black-tea,Yuzu / Hinohara Black Tea,ゆず・ひのはら紅茶,kanto,tokyo,"A paired local specialty from Hinohara combining fragrant yuzu citrus with black tea produced in the village. The citrus adds bright peel aroma to the tea, creating a warm, rounded drink that links mountain agriculture with a modern Japanese tea style.","{""N/A""}","{""local specialty""}","Vegan, Gluten-free",600,1500,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,Hinohara black tea and local yuzu products were developed as contemporary village specialties using the area's mountain agriculture. The combination reflects modern value-added processing rather than a historic Edo beverage.,,Yuzu peel can dominate the aroma even when only a small amount is used. Adding the peel after brewing preserves more of the volatile citrus oils.,"{""01 Black Tea Leaves
 Fully oxidized tea leaves provide the amber liquor and malty base.
 

 02 Hinohara Yuzu
 Yuzu peel adds bright citrus aroma and gentle tartness.
 

 03 Hot Water
 Hot water extracts the tea compounds and carries the citrus oils into the cup.""}",yoo-zoo / hee-noh-hah-rah koh-chah,N/A
hinohara-potatoes,Hinohara Potatoes,ひのはらじゃがいも,kanto,tokyo,"A locally grown potato specialty from Hinohara, where cool mountain conditions support small-scale vegetable cultivation. The potatoes are valued for their clean earthy flavor and firm, creamy texture and can be roasted, boiled, or used in simple village dishes that showcase the crop.","{""Autumn""}","{""local specialty""}","Vegan, Gluten-free",300,800,Published,"{""Vegetarian"",""Halal"",""Seasonal peak""}",Verified vegetarian,Verified halal,TRUE,Hinohara potatoes are part of the village's traditional mountain agriculture and continue to be promoted as a local specialty. Their importance lies in seasonal cultivation and household cooking rather than a single historic recipe.,,Mountain-grown potatoes often vary in size because they come from small diversified fields rather than uniform industrial production. This makes simple roasting or boiling especially attractive.,"{""01 Hinohara Potatoes
 The local crop provides the starchy base and earthy flavor.
 

 02 Water
 Water is used for boiling and helps carry salt and seasoning through the flesh.
 

 03 Salt or Miso
 Simple Japanese seasoning highlights the potatoes without masking their natural flavor.""}",hee-noh-hah-rah jah-gye-moh,N/A
apollo-pan,Apollo Pan,アポロパン,kanto,tokyo,"A nostalgic local bread associated with Fuchu, sold as an everyday bakery item rather than a plated dish. The bread has a soft interior and lightly browned crust, reflecting the long tradition of neighborhood bakeries producing familiar Japanese-Western breads for school and home meals.","{""N/A""}","{""local specialty""}","Contains wheat, dairy, egg",150,300,Published,"{""Vegetarian"",""Quick bite""}",Verified vegetarian,Not halal,TRUE,Apollo Bread is a local bakery product associated with Fuchu's neighborhood food culture. Its identity comes from local bakery tradition and a distinctive product name rather than a nationally standardized historical recipe.,,The bread belongs to the Japanese bakery tradition that blends European-style doughs with local sweet and savory preferences. Its nostalgic appeal comes from being an everyday bakery item rather than a ceremonial food.,"{""01 Wheat Flour
 Flour provides the main bread structure.
 

 02 Yeast
 Yeast leavens the dough and develops aroma.
 

 03 Milk, Sugar, and Fat
 These ingredients create the soft, lightly sweet character common in Japanese bakery bread.""}",ah-poh-roh pahn,N/A
ogai-mochi,Ogai Mochi,鴎外餅,kanto,tokyo,"A literary-themed Japanese sweet associated with Bunkyo and the former residence of novelist Mori Ogai, shaped as a soft mochi confection with a sweet filling. Its identity is cultural as much as culinary, linking a simple traditional sweet with one of Tokyo's best-known writers.","{""N/A""}","{""local specialty""}","Vegan, Gluten-free",200,600,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,Ogai Mochi was created as a Bunkyo confection connected with Mori Ogai and the former Kanchoro residence. It is a modern literary souvenir inspired by the neighborhood's cultural history rather than a sweet known to have been invented by Ogai himself.,,"The name is a tribute to Mori Ogai, not proof that the novelist created or ate this exact confection. Its value lies in the connection between a familiar wagashi form and Bunkyo's literary heritage.","{""01 Glutinous Rice
 Rice-based dough creates the soft, chewy outer layer.
 

 02 Sweet Bean Filling
 Anko provides the central sweetness.
 

 03 Sugar
 Sugar balances the rice cake and filling and supports the confection's soft texture.""}",oh-gye moh-chee,N/A
kanchorou-ginkgo-sable,Kanchorou Ginkgo Sable,観潮楼のいちょうサブレ,kanto,tokyo,"A crisp ginkgo-leaf-shaped sablé inspired by Kanchoro, Mori Ogai's former residence in Bunkyo, where a famous ginkgo tree became part of the site's literary landscape. The buttery cookie uses a simple European-style recipe to turn a local literary symbol into an elegant tea sweet.","{""N/A""}","{""local specialty""}","Contains wheat, dairy, egg",400,1000,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,Kanchoro Ginkgo Sablé was developed as a modern Bunkyo souvenir inspired by the ginkgo at Mori Ogai's former residence. The product links a French-style butter cookie with the neighborhood's literary and historic landscape.,,"A ginkgo-shaped cookie can be recognized even without its package, making the local story visible in the food itself. The flavor is intentionally restrained so the butter and toasted flour remain clear.","{""01 Wheat Flour
 Flour forms the sablé's crisp structure.
 

 02 Butter
 Butter provides richness and the characteristic short, crumbly texture.
 

 03 Sugar
 Sugar adds sweetness and helps the cookie brown lightly during baking.""}",kahn-choh-roh no ee-choh sah-boo-reh,N/A
machida-silk-melon,Machida Silk Melon,まちだシルクメロン,kanto,tokyo,"A premium melon grown in Machida using a patented hydroponic cultivation method designed to produce many high-quality fruits from a single plant. The melon is marketed for its refined sweetness, fine texture, and controlled growing conditions, giving Machida a distinctive modern agricultural specialty.","{""Summer""}","{""local specialty""}","Vegan, Gluten-free",3000,10000,Published,"{""Vegetarian"",""Halal"",""Quick bite"",""Seasonal peak""}",Verified vegetarian,Verified halal,TRUE,Machida Silk Melon was developed through a patented Machida-style hydroponic farming method rather than traditional field cultivation. The system is designed to support controlled nutrient and water management and can produce many melons from a single plant.,,The official producer describes a system capable of producing as many as sixty melons from one plant under controlled conditions. The key selling point is controlled cultivation designed to support consistent fruit quality.,"{""01 Muskmelon
 The melon provides the fragrant sweetness and juicy flesh.
 

 02 Hydroponic Nutrient Solution
 Controlled nutrients support growth without ordinary field soil.
 

 03 Water
 Precise water management is central to the hydroponic growing system.""}",mah-chee-dah shee-roo-koo meh-ron,N/A
hengo-dango,Hengo Dango,ヘンゴだんご,kanto,tokyo,"A traditional Mikurajima island dumpling associated with the island's distinctive plant-rich mountain environment. Hengo dango is made from locally familiar starchy ingredients and shaped into a simple rustic sweet, reflecting the self-sufficient cooking of this remote Izu island.","{""N/A""}","{""local specialty""}","Vegan, Gluten-free",150,400,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,Hengo Dango belongs to Mikurajima's traditional island food culture and was passed through household cooking rather than developed by a documented commercial chef. The recipe reflects the use of locally available plants and starches on a remote island.,,Remote island foods often preserve ingredients and techniques that disappeared from urban cooking. Hengo dango is valuable because it records a local household food tradition rather than because of commercial branding.,"{""01 Local Starchy Ingredient
 A locally gathered starch provides the dough's body.
 

 02 Water
 Water hydrates the mixture and determines the dumpling's final texture.
 

 03 Sweet Seasoning
 Sugar or another simple sweetener provides the dessert character.""}",hen-goh dahn-goh,N/A
sakuyuri-no-kinton,Sakuyuri no Kinton,サクユリのきんとん,kanto,tokyo,"A delicate wagashi inspired by Sakuyuri, the native lily associated with Mikurajima, using the soft, sculpted kinton style to evoke the flower's natural forms. The confection is better understood as a botanical-themed sweet than as a dessert made from the lily itself.","{""N/A""}","{""local specialty""}",Vegan,300,800,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,"The confection is a modern interpretation inspired by Mikurajima's Sakuyuri, a locally important lily. It uses the flower as a cultural and visual motif rather than claiming Sakuyuri as an edible ingredient.",,"Sakuyuri is valued as part of Mikurajima's native plant heritage. The kinton uses the flower as design inspiration, not as food material.","{""01 Sweet Bean Base
 Sweet bean paste provides the soft, moldable body of the kinton.
 

 02 Sugar
 Sugar supplies sweetness and helps create the fine, soft texture.
 

 03 Natural Coloring
 Subtle natural coloring can reinforce the flower motif without overpowering the confection.""}",sah-koo-yoo-ree no keen-ton,N/A
hayaki,Hayaki,はやき,kanto,tokyo,"A traditional Mikurajima island food made from a simple local grain-and-starch dough that is cooked into a compact, satisfying snack. The dish reflects the island's history of making filling foods from ingredients that could be cultivated or transported to a remote community.","{""N/A""}","{""local specialty""}","Vegan, Gluten-free",200,500,Published,"{""Vegetarian"",""Halal""}",Verified vegetarian,Verified halal,TRUE,Hayaki is recorded as part of Mikurajima's traditional household food culture rather than as a modern commercial invention. The recipe reflects practical island cooking and the need to make filling foods from limited supplies.,,"Traditional island recipes often survive through oral transmission and household practice, so exact ingredient ratios can vary. It is most accurately presented as a local heritage food rather than a standardized factory product.","{""01 Local Grain or Flour
 A staple grain or flour provides the main body of the food.
 

 02 Starchy Binder
 A starch helps hold the mixture together and gives the finished food its dense texture.
 

 03 Water
 Water hydrates the mixture and allows the ingredients to form a workable dough.""}",hah-yah-kee,N/A
jinenjo-karukan-manju,Jinenjo Karukan Manju,自然薯かるかん饅頭,kanto,tokyo,"A soft steamed karukan manju from Mizuho made with Japanese yam, rice flour, and sweet filling. The yam gives the outer cake a springy, airy texture and subtle earthy aroma, while the bean center adds sweetness without making the confection heavy.","{""N/A""}","{""local specialty""}",Vegan,200,600,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,"Natural-yam karukan is based on the southern Japanese tradition of karukan, while Mizuho producers have adapted the format as a local Tokyo specialty using cultivated Japanese yam. The product is a modern regional confection built around a traditional steamed-cake technique.",,Karukan is unusual among Japanese sweets because the yam is part of the cake structure rather than only the filling. The resulting crumb is softer and more elastic than an ordinary flour-based manju.,"{""01 Japanese Yam
 Naturally sticky yam gives the steamed cake its spring and moisture.
 

 02 Rice Flour
 Rice flour provides the clean, light cake structure.
 

 03 Sweet Red Bean Paste
 Anko adds the principal sweetness and creates the dark center.""}",jee-nen-joh kah-roo-kahn mahn-joo,N/A
kiwi-amazake,Kiwi Amazake,キウイ甘酒,kanto,tokyo,"A modern Mitaka drink that blends locally grown kiwi with amazake, creating a naturally sweet, softly tart beverage with a creamy grain base. The product combines a traditional Japanese fermented rice drink with the fresh fruit character of Mitaka agriculture.","{""N/A""}","{""local specialty""}","Vegan, Gluten-free",400,800,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,Kiwi Amazake was developed as a Mitaka regional product by local makers using Mitaka-grown kiwi and amazake. The city promotes it as a modern example of local agricultural produce combined with a traditional fermented beverage.,,"Amazake can be made from rice koji without added distilled alcohol, so the finished drink can be non-alcoholic. Kiwi adds acidity that keeps the rice sweetness from becoming cloying.","{""01 Rice Koji Amazake
 Fermented rice and koji provide the naturally sweet, creamy base.
 

 02 Mitaka Kiwi
 Fresh kiwi supplies acidity, fruit aroma, and green color.
 

 03 Water
 Water balances the concentrated amazake and fruit into a drinkable consistency.""}",kee-oo-ee ah-mah-zah-keh,N/A
azabu-juban-bean-snacks,Azabu Juban Bean Snacks,麻布十番の豆菓子,kanto,tokyo,"A traditional-style bean confection associated with Azabu-Juban's long-running Mamegen shop, where roasted beans and other ingredients are coated, seasoned, or confectioned into crisp bite-sized snacks. The range balances roasted aroma, sweetness, saltiness, and texture and is strongly linked to the neighborhood's historic shopping street.","{""N/A""}","{""local specialty""}","Vegan, contains soy/peanuts",400,1500,Published,"{""Vegetarian"",""Halal"",""Quick bite""}",Verified vegetarian,Verified halal,TRUE,Mamegen has been a bean-confectionery shop in Azabu-Juban since the nineteenth century and is widely associated with the area's bean-snack tradition. The shop developed a broad range of roasted and coated beans rather than a single recipe.,,The shop's long presence helped make bean snacks part of the Azabu-Juban souvenir identity. Many varieties are designed to be eaten with tea or an alcoholic drink.,"{""01 Roasted Beans
 Soybeans, broad beans, peanuts, and other legumes provide the crunchy base.
 

 02 Sugar or Savory Coating
 Sweet, soy, miso, or spice coatings create the main flavor.
 

 03 Sesame or Aromatic Seasoning
 Sesame and other seasonings add fragrance and extra texture to selected varieties.""}",ah-zah-boo joo-bahn no mah-meh-gah-she,N/A
